Wolf Creek Weater Station,"48°45'23.2""N 124°22'21.4""W",,Elevation: 495m,,,,,,
10/09/23 10:23:40 AM,1024,,1,,,,,,
10/09/23 10:26:30 AM,1025,,1,,,,,,
10/09/23 10:29:06 AM,1026,,1,,,,,,
10/09/23 10:29:07 AM,1027,,1,,,,,,
10/09/23 10:31:23 AM,1028,,1,,,,,,
10/09/23 10:35:03 AM,1029,,1,,,,,,
10/09/23 10:37:32 AM,1030,,1,,,,,,
10/09/23 10:39:38 AM,1031,,1,,,,,,
10/09/23 10:42:33 AM,1032,,1,,,,,,
10/09/23 10:44:52 AM,1033,,1,,,,,,
10/09/23 10:48:20 AM,1034,,1,,,,,,
10/09/23 10:51:56 AM,1035,,1,,,,,,
10/09/23 10:55:56 AM,1036,,1,,,,,,
10/09/23 11:03:52 AM,1037,,1,,,,,,
10/09/23 11:19:42 AM,1038,,1,,,,,,
10/09/23 11:36:07 AM,1039,,1,,,,,,
10/09/23 11:40:45 AM,1040,,1,,,,,,
10/09/23 11:45:45 AM,1041,,1,,,,,,
10/09/23 12:11:43 PM,1042,,1,,,,,,
10/09/23 12:29:00 PM,1043,,1,,,,,,
10/09/23 12:37:50 PM,1044,,1,,,,,,
10/09/23 12:48:35 PM,1045,,1,,,,,,
10/09/23 12:48:36 PM,1046,,1,,,,,,
10/09/23 1:01:09 PM,1047,,1,,,,,,
10/09/23 1:08:38 PM,1048,,1,,,,,,
10/09/23 1:16:22 PM,1049,,1,,,,,,
10/09/23 1:26:33 PM,1050,,1,,,,,,
10/09/23 1:32:04 PM,1051,,1,,,,,,
10/09/23 1:39:34 PM,1052,,1,,,,,,
10/09/23 1:46:51 PM,1053,,1,,,,,,
10/09/23 1:57:51 PM,1054,,1,,,,,,
10/09/23 2:07:01 PM,1055,,1,,,,,,
10/09/23 2:11:54 PM,1056,,1,,,,,,
10/09/23 2:17:48 PM,1057,,1,,,,,,
10/09/23 2:23:57 PM,1058,,1,,,,,,
10/09/23 2:32:01 PM,1059,,1,,,,,,
10/09/23 2:41:15 PM,1060,,1,,,,,,
10/09/23 2:41:16 PM,1061,,1,,,,,,
10/09/23 2:49:51 PM,1062,,1,,,,,,
10/09/23 2:58:12 PM,1063,,1,,,,,,
10/09/23 3:04:01 PM,1064,,1,,,,,,
10/09/23 3:09:39 PM,1065,,1,,,,,,
10/09/23 3:13:47 PM,1066,,1,,,,,,
10/09/23 3:16:28 PM,1067,,1,,,,,,
10/09/23 3:18:58 PM,1068,,1,,,,,,
10/09/23 3:21:13 PM,1069,,1,,,,,,
10/09/23 3:23:29 PM,1070,,1,,,,,,
10/09/23 3:27:56 PM,1071,,1,,,,,,
10/09/23 3:33:30 PM,1072,,1,,,,,,
10/09/23 3:51:34 PM,1073,,1,,,,,,
10/09/23 9:23:00 PM,1074,,1,,,,,,
10/09/23 9:25:11 PM,1075,,1,,,,,,
10/09/23 9:26:34 PM,1076,,1,,,,,,
10/09/23 9:36:56 PM,1077,,1,,,,,,
10/09/23 10:18:26 PM,1078,,1,,,,,,
10/09/23 10:59:58 PM,1079,,1,,,,,,
10/09/23 11:02:20 PM,1080,,1,,,,,,
10/09/23 11:06:01 PM,1081,,1,,,,,,
10/09/23 11:52:47 PM,1082,,1,,,,,,
10/09/23 11:57:11 PM,1083,,1,,,,,,
10/10/23 12:26:34 AM,1084,,1,,,,,,
10/10/23 12:41:32 AM,1085,,1,,,,,,
10/10/23 12:46:41 AM,1086,,1,,,,,,
10/10/23 1:26:10 AM,1087,,1,,,,,,
10/10/23 1:47:59 AM,1088,,1,,,,,,
10/10/23 3:41:41 AM,1089,,1,,,,,,
10/10/23 3:54:01 AM,1090,,1,,,,,,
10/10/23 4:03:57 AM,1091,,1,,,,,,
10/10/23 4:10:54 AM,1092,,1,,,,,,
10/10/23 4:22:18 AM,1093,,1,,,,,,
10/10/23 4:36:15 AM,1094,,1,,,,,,
10/10/23 4:56:43 AM,1095,,1,,,,,,
10/10/23 5:08:33 AM,1096,End of 24 hr period,1,,,,,,
10/10/23 5:33:36 AM,1097,NEW 24 hr period,1,113,22.6,,,,
10/10/23 5:55:10 AM,1098,,1,,,,,,
10/10/23 6:07:59 AM,1099,,1,,,,,,
10/10/23 6:18:31 AM,1100,,1,,,,,,
10/10/23 6:35:09 AM,1101,,1,,,,,,
10/10/23 6:48:36 AM,1102,,1,,,,,,
10/10/23 7:00:31 AM,1103,,1,,,,,,
10/10/23 7:09:03 AM,1104,,1,,,,,,
10/10/23 7:16:25 AM,1105,,1,,,,,,
10/10/23 7:21:48 AM,1106,,1,,,,,,
10/10/23 7:26:28 AM,1107,,1,,,,,,
10/10/23 7:30:12 AM,1108,,1,,,,,,
10/10/23 7:34:58 AM,1109,,1,,,,,,
10/10/23 7:37:31 AM,1110,,1,,,,,,
10/10/23 7:40:57 AM,1111,,1,,,,,,
10/10/23 7:44:03 AM,1112,,1,,,,,,
10/10/23 7:47:39 AM,1113,,1,,,,,,
10/10/23 7:51:13 AM,1114,,1,,,,,,
10/10/23 7:56:12 AM,1115,,1,,,,,,
10/10/23 8:00:24 AM,1116,,1,,,,,,
10/10/23 8:05:51 AM,1117,,1,,,,,,
10/10/23 8:11:43 AM,1118,,1,,,,,,
10/10/23 8:17:57 AM,1119,,1,,,,,,
10/10/23 8:21:56 AM,1120,,1,,,,,,
10/10/23 8:26:31 AM,1121,,1,,,,,,
10/10/23 8:32:06 AM,1122,,1,,,,,,
10/10/23 8:37:11 AM,1123,,1,,,,,,
10/10/23 8:41:22 AM,1124,,1,,,,,,
10/10/23 8:46:13 AM,1125,,1,,,,,,
10/10/23 8:46:14 AM,1126,,1,,,,,,
10/10/23 8:49:31 AM,1127,,1,,,,,,
10/10/23 8:55:00 AM,1128,,1,,,,,,
10/10/23 9:01:03 AM,1129,,1,,,,,,
10/10/23 9:06:15 AM,1130,,1,,,,,,
10/10/23 9:11:35 AM,1131,,1,,,,,,
10/10/23 9:28:20 AM,1132,,1,,,,,,
10/10/23 10:07:34 AM,1133,,1,,,,,,
10/10/23 10:24:22 AM,1134,,1,,,,,,
10/10/23 10:27:51 AM,1135,,1,,,,,,
10/10/23 10:32:17 AM,1136,,1,,,,,,
10/10/23 10:35:11 AM,1137,,1,,,,,,
10/10/23 10:37:58 AM,1138,,1,,,,,,
10/10/23 10:41:04 AM,1139,,1,,,,,,
10/10/23 10:52:59 AM,1140,,1,,,,,,
10/10/23 11:30:25 AM,1141,,1,,,,,,
10/10/23 2:29:17 PM,1142,,1,,,,,,
10/10/23 3:01:24 PM,1143,,1,,,,,,
10/10/23 3:03:56 PM,1144,,1,,,,,,
10/10/23 3:07:05 PM,1145,,1,,,,,,
10/10/23 3:09:28 PM,1146,,1,,,,,,
10/10/23 3:10:46 PM,1147,,1,,,,,,
10/10/23 3:13:20 PM,1148,,1,,,,,,
10/10/23 3:16:43 PM,1149,,1,,,,,,
10/10/23 3:18:59 PM,1150,,1,,,,,,
10/10/23 3:20:33 PM,1151,,1,,,,,,
10/10/23 3:22:19 PM,1152,,1,,,,,,
10/10/23 3:24:29 PM,1153,,1,,,,,,
10/10/23 3:28:52 PM,1154,,1,,,,,,
10/10/23 3:32:47 PM,1155,,1,,,,,,
10/10/23 3:51:13 PM,1156,,1,,,,,,
10/10/23 3:52:21 PM,1157,,1,,,,,,
10/10/23 3:55:17 PM,1158,,1,,,,,,
10/10/23 3:58:38 PM,1159,,1,,,,,,
10/10/23 4:04:08 PM,1160,,1,,,,,,
10/10/23 4:11:35 PM,1161,,1,,,,,,
10/10/23 4:16:55 PM,1162,,1,,,,,,
10/10/23 4:39:40 PM,1163,,1,,,,,,
10/10/23 4:59:17 PM,1164,,1,,,,,,
10/10/23 5:02:15 PM,1165,,1,,,,,,
10/10/23 5:07:58 PM,1166,,1,,,,,,
10/10/23 5:12:38 PM,1167,,1,,,,,,
10/10/23 5:15:25 PM,1168,,1,,,,,,
10/10/23 5:17:15 PM,1169,,1,,,,,,
10/10/23 5:21:39 PM,1170,,1,,,,,,
10/10/23 5:21:40 PM,1171,,1,,,,,,
10/10/23 5:37:16 PM,1172,,1,,,,,,
10/10/23 5:43:35 PM,1173,,1,,,,,,
10/10/23 5:47:51 PM,1174,,1,,,,,,
10/10/23 5:51:39 PM,1175,,1,,,,,,
10/10/23 5:55:41 PM,1176,,1,,,,,,
10/10/23 6:02:43 PM,1177,,1,,,,,,
10/10/23 6:35:05 PM,1178,,1,,,,,,
10/10/23 6:41:03 PM,1179,,1,,,,,,
10/10/23 6:51:30 PM,1180,,1,,,,,,
10/10/23 6:56:13 PM,1181,,1,,,,,,
10/10/23 7:00:59 PM,1182,,1,,,,,,
10/10/23 7:14:35 PM,1183,,1,,,,,,
10/10/23 7:16:24 PM,1184,,1,,,,,,
10/10/23 7:19:34 PM,1185,,1,,,,,,
10/10/23 7:31:41 PM,1186,,1,,,,,,
10/10/23 7:44:46 PM,1187,,1,,,,,,
10/10/23 8:09:47 PM,1188,,1,,,,,,
10/10/23 8:18:51 PM,1189,,1,,,,,,
10/10/23 8:40:57 PM,1190,,1,,,,,,
10/10/23 8:44:44 PM,1191,,1,,,,,,
10/10/23 9:13:40 PM,1192,,1,,,,,,
10/10/23 9:39:08 PM,1193,,1,,,,,,
10/10/23 10:38:58 PM,1194,,1,,,,,,
10/10/23 10:46:55 PM,1195,,1,,,,,,
10/10/23 10:46:56 PM,1196,,1,,,,,,
10/10/23 10:48:11 PM,1197,,1,,,,,,
10/10/23 10:50:45 PM,1198,,1,,,,,,
10/11/23 1:18:05 AM,1199,,1,,,,,,
10/11/23 1:34:35 AM,1200,,1,,,,,,
10/11/23 1:42:21 AM,1201,,1,,,,,,
10/11/23 1:56:04 AM,1202,,1,,,,,,
10/11/23 1:56:05 AM,1203,,1,,,,,,
10/11/23 2:06:34 AM,1204,,1,,,,,,
10/11/23 2:10:52 AM,1205,,1,,,,,,
10/11/23 2:13:29 AM,1206,,1,,,,,,
10/11/23 2:20:17 AM,1207,,1,,,,,,
10/11/23 2:41:24 AM,1208,,1,,,,,,
10/11/23 3:54:33 AM,1209,End of 24 hr period,1,,,,,,
10/11/23 5:43:56 AM,1210,NEW 24 hr period,1,2,0.4,,,,
10/11/23 7:28:34 AM,1211,End of 24 hr period,1,,,,,,
10/13/23 6:17:46 PM,1212,NEW 24 hr period,1,NOTE — include this on NEXT dataset remembering disruption from offloading Oct 14th,,,,,
10/13/23 6:30:49 PM,1213,,1,,,,,,
10/13/23 6:37:54 PM,1214,,1,,,,,,
10/13/23 6:45:25 PM,1215,,1,,,,,,
10/13/23 6:56:59 PM,1216,,1,,,,,,
10/13/23 7:08:38 PM,1217,,1,,,,,,
10/13/23 7:21:01 PM,1218,,1,,,,,,
10/13/23 7:30:24 PM,1219,,1,,,,,,
10/13/23 7:35:47 PM,1220,,1,,,,,,
10/13/23 7:41:04 PM,1221,,1,,,,,,
10/13/23 7:47:25 PM,1222,,1,,,,,,
10/13/23 7:52:35 PM,1223,,1,,,,,,
10/13/23 7:57:19 PM,1224,,1,,,,,,
10/13/23 8:04:34 PM,1225,,1,,,,,,
10/13/23 8:10:30 PM,1226,,1,,,,,,
10/13/23 8:17:06 PM,1227,,1,,,,,,
10/13/23 8:21:34 PM,1228,,1,,,,,,
10/13/23 8:26:48 PM,1229,,1,,,,,,
10/13/23 8:26:49 PM,1230,,1,,,,,,
10/13/23 8:36:43 PM,1231,,1,,,,,,
10/13/23 8:53:11 PM,1232,,1,,,,,,
10/13/23 8:53:12 PM,1233,,1,,,,,,
10/13/23 9:01:04 PM,1234,,1,,,,,,
10/13/23 9:07:06 PM,1235,,1,,,,,,
10/13/23 9:11:52 PM,1236,,1,,,,,,
10/13/23 9:17:01 PM,1237,,1,,,,,,
10/13/23 9:17:02 PM,1238,,1,,,,,,
10/13/23 9:25:36 PM,1239,,1,,,,,,
10/13/23 9:43:24 PM,1240,,1,,,,,,
10/13/23 9:59:36 PM,1241,,1,,,,,,
10/13/23 10:25:15 PM,1242,,1,,,,,,
10/13/23 10:37:11 PM,1243,,1,,,,,,
10/13/23 11:14:53 PM,1244,,1,,,,,,
10/14/23 12:07:37 AM,1245,,1,,,,,,
10/14/23 12:14:59 AM,1246,,1,,,,,,
10/14/23 12:15:00 AM,1247,,1,,,,,,
10/14/23 12:38:30 AM,1248,,1,,,,,,
10/14/23 2:53:33 AM,1249,,1,,,,,,
10/14/23 6:55:22 AM,1250,,1,,,,,,
10/14/23 7:07:31 AM,1251,,1,,,,,,
10/14/23 7:11:43 AM,1252,,1,,,,,,
10/14/23 7:38:57 AM,1253,,1,,,,,,
10/14/23 7:48:20 AM,1254,,1,,,,,,
10/14/23 11:28:09 AM,1255,,1,,,,,,
10/14/23 12:54:03 PM,1256,,1,,,,,,
10/14/23 1:06:39 PM,1257,,1,,,,,,
10/14/23 2:05:22 PM,1258,,1,,,,,,
10/14/23 2:05:26 PM,1259,,1,,,,,,
10/14/23 2:05:27 PM,1260,,1,,,,,,
10/14/23 2:05:29 PM,1261,,1,,,,,,
10/14/23 2:05:31 PM,1262,,1,,,,,,
10/14/23 2:05:33 PM,1263,,1,,,,,,
10/14/23 2:05:34 PM,1264,,1,,,,,,
10/14/23 2:16:39 PM,1264,,1,,,,,,
